Common.Name,Latin.Name,A.not.B.Y.N,Cylinder.Y.N,Task,Score,Composite.Score,Sex,Age,Population,Subject
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,4,Duke Canine Cognition Center,Dallas
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,1,Duke Canine Cognition Center,Dax
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,9,Duke Canine Cognition Center,Diva
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,10,Duke Canine Cognition Center,Ela
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,2,Duke Canine Cognition Center,Ellie
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,7,Duke Canine Cognition Center,Friday
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,5,Duke Canine Cognition Center,Gertie
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,3,Duke Canine Cognition Center,Ginger
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,5,Duke Canine Cognition Center,Griffin
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,Duke Canine Cognition Center,Gus
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,4,Duke Canine Cognition Center,Harbor
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,4,Duke Canine Cognition Center,Jada
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,7,Duke Canine Cognition Center,Jimmy
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,7,Duke Canine Cognition Center,Joey
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,9,Duke Canine Cognition Center,Kali
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,10,Duke Canine Cognition Center,Lily
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,7,Duke Canine Cognition Center,Lucky
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,Duke Canine Cognition Center,Ludo
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,11,Duke Canine Cognition Center,Lula Belle
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,7,Duke Canine Cognition Center,Mazie
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,1,Duke Canine Cognition Center,Milo
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,11,Duke Canine Cognition Center,Morgan
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,Duke Canine Cognition Center,Murphy
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,4,Duke Canine Cognition Center,Norman
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,2,Duke Canine Cognition Center,Peanut
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,6,Duke Canine Cognition Center,Poppy
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,8,Duke Canine Cognition Center,Rex
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,7,Duke Canine Cognition Center,Sadie
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,1,Duke Canine Cognition Center,Sam
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,7,Duke Canine Cognition Center,Spencer
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,4,Duke Canine Cognition Center,Spike
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,9,Duke Canine Cognition Center,Tiger
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,Duke Canine Cognition Center,Turbo
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,1,Duke Canine Cognition Center,Vespa
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,4,Duke Canine Cognition Center,Wonton
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,5,Duke Canine Cognition Center,Zen
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,5,Duke Canine Cognition Center,Zep
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,3,Duke Canine Cognition Center,Zephyr
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,1,Duke Canine Cognition Center,Zoey
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,3,MPI - Leipzig,Aimee
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,6,MPI - Leipzig,Benji
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,3,MPI - Leipzig,Blue
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,2,MPI - Leipzig,Chiquita
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,MPI - Leipzig,Colin
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,1,MPI - Leipzig,Guenni
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,3,MPI - Leipzig,Jazzy
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,2,MPI - Leipzig,Judy
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,7,MPI - Leipzig,Luna
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,2,MPI - Leipzig,Migo
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,F,5,MPI - Leipzig,Mira
domestic dog,Canis familiaris,Y,Y,Cylinder.Task,79.099999999999994,84.2,M,8,MPI - Leipzig,Sammy
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,6,Duke Canine Cognition Center,Amber
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,2,Duke Canine Cognition Center,Aspen
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,3,Duke Canine Cognition Center,Astro
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Bailey
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,1,Duke Canine Cognition Center,Bender
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,9,Duke Canine Cognition Center,Bonnie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,5,Duke Canine Cognition Center,Bowie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,6,Duke Canine Cognition Center,Buffy
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,8,Duke Canine Cognition Center,Cassie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,8,Duke Canine Cognition Center,Cassie(2)
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,3,Duke Canine Cognition Center,Chewie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,1,Duke Canine Cognition Center,Chloe
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,8,Duke Canine Cognition Center,Clara
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,3,Duke Canine Cognition Center,Cricket
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,3,Duke Canine Cognition Center,Dakota
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,4,Duke Canine Cognition Center,Dallas
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,1,Duke Canine Cognition Center,Dax
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,9,Duke Canine Cognition Center,Diva
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,10,Duke Canine Cognition Center,Ela
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,2,Duke Canine Cognition Center,Ellie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Friday
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,5,Duke Canine Cognition Center,Gertie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,3,Duke Canine Cognition Center,Ginger
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,5,Duke Canine Cognition Center,Griffin
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,2,Duke Canine Cognition Center,Gus
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,4,Duke Canine Cognition Center,Harbor
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,4,Duke Canine Cognition Center,Jada
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Jimmy
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Joey
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,9,Duke Canine Cognition Center,Kali
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,10,Duke Canine Cognition Center,Lily
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Lucky
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,2,Duke Canine Cognition Center,Ludo
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,11,Duke Canine Cognition Center,Lula Belle
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,7,Duke Canine Cognition Center,Mazie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,1,Duke Canine Cognition Center,Milo
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,11,Duke Canine Cognition Center,Morgan
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,2,Duke Canine Cognition Center,Murphy
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,4,Duke Canine Cognition Center,Norman
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,2,Duke Canine Cognition Center,Peanut
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,6,Duke Canine Cognition Center,Poppy
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,8,Duke Canine Cognition Center,Rex
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,7,Duke Canine Cognition Center,Sadie
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,1,Duke Canine Cognition Center,Sam
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,7,Duke Canine Cognition Center,Spencer
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,4,Duke Canine Cognition Center,Spike
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,9,Duke Canine Cognition Center,Tiger
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,2,Duke Canine Cognition Center,Turbo
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,1,Duke Canine Cognition Center,Vespa
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,4,Duke Canine Cognition Center,Wonton
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,5,Duke Canine Cognition Center,Zen
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,5,Duke Canine Cognition Center,Zep
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,3,Duke Canine Cognition Center,Zephyr
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,1,Duke Canine Cognition Center,Zoey
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,3,MPI - Leipzig,Aimee
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,6,MPI - Leipzig,Benji
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,M,3,MPI - Leipzig,Blue
domestic dog,Canis familiaris,Y,Y,A.not.B.Task,89.4,84.2,F,2,MPI - Leipzig,Chiquita
